Word,Mean
exige,requerido
étudiant,alumno
Jackie,Jackie
démarre,empezado
lâchez,Déjalo ir
Marty,Marty
passons,Vamos
vic,vic
semblez,Aparecer
gérer,administrar
électricité,electricidad
invitée,invitado
injuste,injusto
désirez,deseo
lampe,lámpara
normalement,normalmente
causer,causa
dalle,losa
mondiale,global
comptez,contar
rouler,rodar
filmer,película
rapporte,reporte
sourd,sordo
trouveras,encontrará
alliance,Alianza
convient,de acuerdo
rage,rabia
habitants,habitantes
Mamie,Abuelita
nuages,nubes
hmm,Mmm
trahi,traicionado
biens,bienes
Lewis,Luis
tournage,rodaje
créatures,criaturas
militaires,militar
blessures,heridas
barbara,Bárbara
Louise,Lúcido
règlement,asentamiento
grant,otorgar
étudié,estudió
courez,correr
habiller,vestirse
soeurs,hermanas
soins,cuidado
célibataire,soltera
veuve,viuda
Canada,Canadá
dépêche,despacho
progrès,Progreso
dégoûtant,desagradable
fan,admirador
matière,materia
avril,abril
molly,muchacha
cercle,circulo
Davis,Davis
nucléaire,nuclear
pervers,pervertido
échelle,escalera
adorer,amor
trouvais,fundar
orchestre,orquesta
déposer,archivar
cadavres,cuerpos
échappe,Escapar
emprunter,para pedir prestado
exprimer,Expresar
caractère,temperamento
libéré,liberado
signes,señales
fêtes,Días festivos
vedette,estrella
lisez,leer
commençons,Empecemos
robin,Robin
généreux,generoso
méchants,chicos malos
formation,capacitación
bâton,palo
timide,tímido
gentils,amigable
premières,primero
passagers,pasajeros
immense,inmenso
serviette,servilleta
mangez,comer
diriger,dirigir
passant,paso
Ruth,Piedad
min,mínimo
préférée,favorito
perdez,perder
plaque,placa
espion,espiar
connue,conocido
eaux,aguas
deviennent,convertirse en
emporter,llevar
Gary,Gary
cruel,cruel
citoyens,los ciudadanos
von,von
tension,tensión
ranch,rancho
Karen,Karen
business,negocio
your,su
organiser,arreglar
étonne,sorprende
terroristes,terroristas
that,que
micro,micrófono
ordure,basura
léger,luz
température,la temperatura
unités,unidades
populaire,popular
joueurs,jugadores
beth,beth
vincent,Vicente
voies,pistas
regardais,mirado
saloperie,bastardo
traverse,cruce
intelligence,inteligencia
expériences,experiencias
Miami,Miami
opérations,operaciones
santa,Papa Noel
arrange,arreglo
dragon,continuar
sûrs,seguro
enterrer,enterrar
pouviez,pudo
craindre,temer
mortel,mortal
issue,Salir
demeure,restos
mouche,mosca
donna,donna
octobre,octubre
commandé,ordenar
passeport,pasaporte
dés,desde
couronne,corona
oublierai,olvidará
accusation,cobrar
procédure,procedimiento
rendez,ir
objection,objeción
retourné,devolver
relax,Relax
publique,público
appart,Departamento
imagines,imaginación
jouent,están jugando
inde,India
travaillent,laboral
essaies,probar
Lincoln,Lincoln
psy,Psique
Vince,Vince
manuel,manual
étranges,extraño
apres,después
nombreuses,muchos
crainte,miedo
fit,adaptar
asile,asilo
cherchait,estaba buscando
branche,atascado
groupes,grupos
white,Blanco
hop,saltar
tradition,tradicion
sel,sal
centrale,central
déçu,decepcionado
tentative,intentar
négatif,negativo
autorités,autoridades
buter,apoyarse en
connerie,mierda
proposé,oferta
manières,modales
plaindre,quejarse
employé,empleado
blessée,herido
influence,influencia
forcer,forzar
bonté,bondad
Marcus,Marco
CIA,CIA
sauvages,salvaje
personnelle,personal
couvre,cobertura
coucou,Hola
audience,audiencia
out,afuera
savaient,supo
entretien,entrevista
bouffer,comer
ouai,sí
impressionnant,impresionante
acier,acero
renvoyer,despedir
salade,ensalada
collègues,colegas
chefs,jefe
guérir,sanar
entendue,Escuchó
sœurs,hermanas
êtait,estaba
semblent,parecer
participer,para participar
coule,caudal
dépasse,correr más que
réunis,reunido
plairait,por favor
enlevez,retirar
trompes,tronco
résister,resistir
technologie,tecnología
patrie,país
conséquences,consecuencias
Margaret,Margarita
cousine,prima
habits,ropa
splendide,espléndido
Ross,Ross
pipe,tubo
abattu,derrotado
cran,intestino
nue,desnudo
tuyau,pipa
accueillir,bienvenidos
découverte,descubrimiento
arracher,desgarrar
régime,régimen
reçoit,recibir
album,álbum
levez,levantar
piqué,bucear
original,original
remise,entrega
allume,posarse
promotion,promoción
juan,Juan
examiner,examinar
franc,franco
filé,hilo
éteint,apagado
canapé,sofá
commander,ordenar
dessin,dibujo
guère,difícilmente
interroger,pregunta
oscar,Oscar
paraître,Aparecer
découvre,descubrir
département,Departamento
vise,objetivo
obéir,obedecer
renforts,refuerzos
lily,lirio
événements,eventos
innocents,inocente
ç,VS
organisé,organizado
sain,saludable
devras,deber
reprends,reanudar
goutte,gota
cole,col
souffert,sufrir
excitant,emocionante
façons,modales
saurai,estarán
charlotte,Charlotte
sou,sopa
réveil,despertar
ken,Conocido
benny,benny
usa,EE.UU
volée,robado
préférerais,preferiría
suprême,supremo
tarte,tarta
changent,cambio
revienne,regresar
solitaire,solitaria
cravate,corbata
rocky,rocoso
vérifiez,controlar
ose,atrevimiento
souper,cena
événement,evento
remarque,observación
chevalier,caballero
suffisamment,suficiente
charger,Cargar
produire,producir
repris,retirado
record,registro
carol,villancico
williams,Williams
jo,alegría
préparez,preparar
garce,perra
mêle,mezcla
étape,escenario
motel,motel
pro,Pro
autorisé,autorizado
principale,principal
clinique,clínico
devenus,convertirse en
italie,Italia
intéressante,interesante
jonathan,Jonathan
abattre,demoler
ère,tiempo
invisible,invisible
dégâts,daño
clark,Aclarar
élever,elevar
suggère,sugerir
rigole,risa
dent,diente
éclater,de estallar
tabac,tabaco
disques,discos
manquait,carecía de
contacter,Contactar con
valait,valió la pena
fusils,rifles
émotions,emociones
queje,que yo
publicité,publicidad
simples,simple
éléments,elementos
exception,excepción
sincère,sincero
rattraper,ponerse al día
efficace,eficiente
éteindre,apagar
linge,ropa sucia
goûter,probar
nathan,Nathan
possibilité,posibilidad
canard,pato
marqué,Marca
caporal,corporal
déplacer,Muevete
devrez,tendrá que
morale,moral
insiste,insistente
katie,katie
parking,estacionamiento
identifier,Identificar
pouvaient,pudo
personnages,personajes
cabane,cabaña
intéressé,interesado
stylo,lápiz
adoré,adorado
attaché,adjunto
cri,grito
kg,kg
angle,ángulo
séparés,apartado
traîne,arrastrado
instinct,instinto
déclaré,declarado
sire,padre
pleut,rayo
séjour,Quédate
ordures,basura
Raymond,Raymond
délire,delirio
pires,peor
rumeurs,rumores
fauteuil,Sillón
coûté,costo
adjoint,asistente
Stephen,Stephen
collègue,compañero de trabajo
one,Uno uno
poches,bolsillos
novembre,noviembre
illégal,ilegal
restons,Quédate
bonhomme,compañero
appuie,apoyo
difficiles,difícil
laissera,se ira
courte,corto
lâ,la
tuent,matar
lot,lote
levé,encuesta
seules,solamente
vivez,En Vivo
personnalité,personalidad
leo,León
scandale,escándalo
conclu,concluido
frigo,nevera
admire,admirar
aïe,Ay
tragédie,tragedia
oblige,obligatorio
commandes,pedidos
pénis,pene
boue,lodo
dettes,deudas
enseigne,enseñó
obscurité,oscuridad
pages,páginas
chapitre,capítulo
violent,violento
signature,firma
conseille,tutor
vendeur,vendedor
visages,caras
rarement,poco frecuentemente
essayait,estaba intentando
serré,apretado
mères,madres
tels,tal
halte,deténgase
collection,recopilación
désastre,desastre
noix,nuez
mourra,morirá
rejoins,unirse
reconnaissance,Reconocimiento
blagues,bromas
duke,Duque
méthode,método
bienvenu,bienvenidos
donnait,dio
gratuit,libre
boîtes,cajas
marches,pasos
Brooklyn,Brooklyn
valises,bolsas
enfermé,encerrar
gants,guantes
rompu,roto
coïncidence,coincidencia
vilain,travieso
poing,puño
britannique,británico
dispute,disputar
trahison,traición
téléphoné,teléfono
août,agosto
feuilles,hojas
quatrième,cuatro
révérend,reverendo
censée,supuesto
devaient,para donde
placé,cuadrado
ténèbres,oscuridad
enfui,huido
impliqué,involucrado
vire,encendido
pilules,píldoras
préfères,prefieren
for,por
population,población
manges,comiendo
pleuré,llorar
chasseur,cazador
livraison,entrega
reprend,currículums
emporte,quitar
louer,para alquilar
mette,poner
bizarres,extraño
torture,tortura
remarquable,sobresaliente
termes,términos
journalistes,periodistas
honnêtement,honestamente
câble,cable
longs,largo
estime,valorado
démons,demonios
impôts,impuestos
massacre,masacre
pomme,Manzana
autoroute,autopista
sociale,social
moyenne,significar
ingénieur,ingeniero
doug,Doug
péchés,señales
laissent,abandonar
tarder,demora
divine,Divino
éloigner,retirar
clan,clan
obligée,obligatorio
xena,Xena
merveille,preguntarse
concentrer,enfoque
venons,Vamos a venir
opéra,ópera
oxygène,oxígeno
sexuel,sexual
industrie,industria
aimerai,gustaría
z,Z
sortons,salgamos
accent,acento
lawrence,Lawrence
gris,Gris
sean,Sean
mesures,medidas
batterie,batería
toast,tostada
postes,estaciones
communication,comunicación
manche,manga
grandir,creciendo
banques,bancos
tonnes,montones
gentleman,Caballero
zut,Maldita sea
numéros,números
officiel,oficial
chariot,carro
otages,rehenes
prime,principal
poésie,poesía
annuler,anular
jersey,Jersey
chagrin,tristeza
ellen,ella n
déconne,desconectar
fabuleux,fabuloso
dennis,Dennis
complexe,complejo
trafic,tráfico
trouille,canguelo
us,A NOSOTROS
débrouiller,bajate
commencent,empezar
cinquante,cincuenta
vraies,real
discute,conversar
communiste,Comunista
francs,francos
sacrifice,sacrificio
française,francésa
foie,hígado
statue,estatua
résistance,resistencia
mettra,pondrá
volontiers,con alegría
drogues,drogas
cercueil,ataúd
pendu,colgado
ignorer,ignorar
tireur,tirador
eut,tenido
piquer,picadura
creuser,cavar
médaille,medalla
crée,creado
équipement,equipo
phase,fase
chaos,caos
salue,saludo
survie,supervivencia
défi,desafío
trouvés,fundar
rencontrée,reunió
boum,auge
longues,largo
telles,como
arriverai,llegará
gâché,estropear
harris,Harris
brigade,brigada
fiers,orgulloso
ennuyeux,aburrido
cieux,Cielos
contient,contiene
aile,ala
oignons,cebollas
vaches,vacas
sensation,sensación
chanceux,afortunado
angela,Angela
gamine,niño
cooper,cobre
cessé,detenido
tina,Tina
ressemblait,parecía
plante,planta
scènes,escena
solitude,soledad
activité,actividad
mobile,móvil
principe,principio
rejoint,unirse
économie,economía
armés,armado
plastique,el plastico
regardent,Mira
chant,canción
verte,verde
couru,corrió
regardait,mirar
ford,Vado
besoins,necesidades
terroriste,terrorista
assister,para asistir
bail,arrendar
roue,rueda
putes,putas
sachez,saber
harold,Harold
amenez,Aménez
génération,generación
causé,causa
entraîneur,entrenador
rigoles,canales
amanda,Amanda
présenté,presente
trompez,hacer trampa
mordu,mordido
vampire,vampiro
jacques,Jacques
fans,aficionados
bourré,ebrio
éliminer,eliminar
enfoirés,presentado
freddy,Freddy
bloc,bloquear
pourvu,previsto
décisions,decisión
eve,Víspera
jacob,jacob
symbole,símbolo
croirait,creería
sagesse,sabiduría
politiques,políticas
taux,Velocidad
nègre,negro
jetez,tirar a la basura
malédiction,maldición
masse,masa
phrase,fraseo
pompes,zapatillas
reconnaissant,agradecido
pension,pensión
renoncer,para renunciar
sexuelle,sexual
regardant,buscando
ordonne,ordenado
four,horno
règne,reinado
saut,salto
terreur,terror
avaler,tragar
ongles,uña
pratiquement,prácticamente
laissons,Dejemos
jalouse,celoso
outils,instrumentos
espérer,a la esperanza
tueurs,asesinos
terriblement,terriblemente
charité,caridad
prêtes,Listo
écriture,escritura
oublies,olvidar
adorent,amor
etje,y yo
luxe,lujo
irez,continuar
ambassadeur,embajador
bush,arbusto
arrêtera,se detendrá
informer,informar
orage,tormenta
revenus,ingreso
pisse,orinar
renvoyé,encendido
sachant,conocimiento
tombes,Caido
rois,reyes
époux,esposo
accueil,bienvenida
relève,relevo
judy,Judy
aidez,Ayuda
môme,niño
diego,diego
atmosphère,atmósfera
routes,carreteras
ravissante,preciosa
coach,entrenador
ennui,aburrimiento
suffisant,suficiente
poème,poema
jouets,juguetes
jennifer,Jennifer
usage,usar
prières,oraciones
revue,revisión
adaptation,adaptación
suffira,Será suficiente
collège,escuela intermedia
singes,monos
otage,rehén
apprécier,disfrutar
diplôme,Diplomado
bâtard,bastardo
destination,destino
analyse,analizar
caroline,carolino
demandent,solicitud
décembre,diciembre
côtes,costillas
casier,armario
fermes,granjas
patrouille,patrulla
royal,real
tit,teta
mérites,mérito
texte,texto
jusque,Hasta que
tigre,Tigre
çà,que
be,ser
médical,médico
ieur,ira
svp,por favor
ron,ron
pouce,pulgada
plaisantez,broma
requin,tiburón
essentiel,básico
espèces,especies
fruit,Fruta
came,leva
cesser,Cesar
allen,Allen
teddy,osito de peluche
annulé,cancelado
dangereuse,peligroso
poète,poeta
nanas,nanas
tiendra,sostendrá
emmenez,tomar
passerai,pasará
automne,otoño
habillé,vestido
guerrier,guerrero
pique,pico
savon,jabón
satisfait,satisfecho
sépare,separado
agi,Actuar
ordonné,ordenado
serre,apretado
neil,neil
cassée,roto
deviez,tuve que
arts,letras
ramasser,levantar
anthony,Antonio
baisser,reducir
pirates,piratas
avertir,para advertir
menacé,amenazar
so,ASI QUE
détendre,aflojar
rembourser,reembolsar
fabrique,hecha
métal,metal
expliqué,Explique
lecture,lectura
josh,Josh
attire,atraído
carrément,completamente
irons,hierros
mere,madre
combats,lucha
pensons,Pensar
mélange,mezclado
travaillais,trabajar
syndicat,Unión
queique,ASIC
indice,pista
marines,Armada
enverrai,enviará
hill,Cerro
processus,proceso
joint,sello
ouvriers,trabajadores
marques,marcas
dépassé,anticuado
pa,Pensilvania
ailles,heridas
bats,murciélagos
pourront,mayo
clown,payaso
poubelle,bote de basura
marins,marineros
boisson,bebida
vaincre,superar
combinaison,combinación
demandait,preguntó
testament,voluntad
sonné,herido
flammes,llamas
dégueulasse,desagradable
ø,Ø
administration,administración
commissariat,estación de policía
envoyée,enviado
green,verde
dépose,depósito
lâché,cobardemente
réveillée,despierto
épaules,hombros
jay,arrendajo
artistes,artistas
culotte,fresco
vides,vacío
er,jerga
énormément,enormemente
team,equipo
quittes,abandonar
accuse,acusado
magicien,Mago
importants,importante
direz,Tu dirás
fouiller,para frustar
paierai,pagará
écoles,escuelas
cm,cm
reverra,Veré de nuevo
articles,elementos
trône,trono
laboratoire,laboratorio
Andrew,Andrés
panier,cesta
endormi,dormido
lave,lavar
buddy,Compañero
cuir,cuero
huh,¿eh?
foutus,maldita sea
resterai,permanecerá
cendres,cenizas
stone,piedra
environnement,medio ambiente
rumeur,rumor
interrompre,interrumpir
vaudrait,valdría la pena
matinée,Mañana
risquer,riesgo
tranquilles,tranquilo
earl,conde
transformer,transformar
planté,planta
costumes,disfraces
mickey,Mickey
machin,cosa
transport,transportación
señor,señor
indique,señalado
citoyen,ciudadano
aurions,tendrá
times,Veces
viol,violación
particulièrement,en particular
pourrons,pueden
shirt,camisa
connards,gilipollas
casino,casino
douter,duda
pendre,colgar
essaierai,intentará
accomplir,realizar
pipi,Orinar
allumer,encender
reviennent,regresar
certes,seguramente
dessert,postre
curiosité,curiosidad
fraîche,nuevo
lié,relacionado
maurice,Mauricio
little,Poco
disaient,dijo
vodka,vodka
pétrin,amasado
témoignage,testimonio
déclare,declarado
scientifiques,científicos
coco,Coco
baissez,más bajo
Anderson,Anderson
censés,supuesto
Kansas,Kansas
boules,pelotas
sauras,asuitista
éclair,destello
vain,vano
nuage,nube
création,creación
anneau,anillo
fumier,estiércol
rio,río
dose,dosis
profonde,profundo
étude,estudiar
atelier,taller
cuisiner,cocinar
vaux,vaux
malheureuse,infeliz
catholique,católico
zoo,zoo
précisément,precisamente
talents,talentos
activités,actividades
importantes,importante
bouteilles,botellas
vomir,Vomitar
tonnerre,trueno
ned,ned
assuré,asegurado
plantes,plantas
hong,Hong
destinée,destino
plaisanterie,broma
circuit,circuito
piges,cañas
Moore,Moore
observer,observar
mines,minas
peindre,pintar
porno,pornografía
comtesse,condesa
casque,casco
rate,omitido
coûter,costo
chacune,cada
Jamie,Jamie
parent,padre
dépression,depresión
télégramme,telegrama
élu,elegido
stupides,tonto
pensiez,pensar
partant,ve por
cash,dinero
profite,Aprovechar
caution,fianza
serrer,apretar
maudite,maldito
intéresser,de interes
écart,diferencia
inquiètes,preocupado
oú,Dónde
évidence,evidencia
leçons,lecciones
connus,conocido
etc,etc.
retiré,tomo de
Greg,Gregón
rendent,hacer
volontaire,voluntario
nid,nido
Oliver,Oliver
he,Oye
prêter,prestar
nichons,tetas
capitale,ciudad capital
témoigner,atestiguar
équipes,equipos
égoïste,egocéntrico
partent,abandonar
troupe,tropa
sincèrement,sinceramente
regretter,lamentar
responsabilités,responsabilidades
associés,asociado
cigare,cigarro
dean,decano
partirai,se ira
adversaire,adversario
générale,general
misère,miseria
vampires,vampiros
grève,Huelga
Nina,Nina
suisse,suizo
gâteaux,tortas
diamant,diamante
catastrophe,desastre
meubles,muebles
gus,gus
voyages,excursiones
subir,someterse
balade,paseo
allah,Alá
mêler,mezcla
signez,señal
enveloppe,sobre
ressenti,sentimiento
führer,fúcle
gras,audaz
arrêtée,detenido
explose,explotar
range,ordenado
interview,entrevista
tombent,otoño
confier,confiar
voile,navegar
fiches,tarjetas
embête,anualidad
caravane,caravana
affection,cariño
Manhattan,Manhattan
éléphant,elefante
blue,Azul
vagues,ondas
pleins,completo
fascinant,fascinante
doutais,duda
effrayant,aterrador
commercial,comercial
rapporter,reporte
fonction,función
fixe,fijado
arrete,detenido
pères,Padres
circulation,tráfico
tennis,tenis
Marc,Bagazo
navrée,desconsolado
civilisation,civilización
fameux,famoso
retenu,retenido
moutons,oveja
draps,hojas
servent,atender
jouais,jugó
éternelle,eterno
couches,capas
satellite,satélite
ramasse,recogido
endormir,poner a dormir
fillette,chica
rendra,Volverá
sujets,temas
remède,recurso
portez,tener puesto
enseigner,enseñar
observe,observado
ouverts,abierto
vues,puntos de vista
sortait,estaba saliendo
passais,pasó
ris,risa
transfert,transferir
bidon,pueden
météo,reporte del clima
explosé,explotado
loyauté,lealtad
dignité,dignidad
planche,tablón
améliorer,mejorar
hélicoptère,helicóptero
civil,civil
liens,vínculos
vif,vívido
maintenir,mantener
Craig,Craig
Vietnam,Vietnam
Claude,Tirar
pacifique,pacífico
fringues,ropa
demie,un medio
onze,once
we,nosotros
mangent,comer
connaissiez,supo
rares,extraño
naturelle,natural
sue,demandar
ricky,ricky
assaut,agresión
fâchée,enfadado
portent,llevar
kay,kay
karl,karl
pareils,lo mismo
légal,legal
tracy,tracy
eus,EUS
pr,Representantes
civils,civiles
inconnue,desconocida
eva,Eva
disparition,desaparición
nicky,níquy
steven,Steven
pompe,bomba
méchante,travieso
lancement,lanzar
quartiers,barrios
douceur,dulzura
tendu,tiempo
feuille,sábana
stuart,Stuart
leader,líder
pilotes,pilotos
ètait,estaba
mâle,masculino
tenais,retenida
royale,real
cordes,cuerdas
arrivez,llegar
bandes,bandas
promenade,Caminata
magnifiques,magnífico
emma,Emma
wallace,Wallace
veronica,Verónica
tv,TELEVISOR
adn,ADN
monseigneur,Mi señor
meure,detección
airs,melodía
emmenée,tomado
actuellement,corrientemente
peste,Plaga
Antonio,Antonio
tragique,trágico
médias,medios de comunicación
antenne,antena
avertissement,Advertencia
brille,brillo
Pedro,Pedo
conflit,conflicto
pompiers,bomberos
engin,máquina
douée,dotado
oublions,olvidar
plains,llanuras
systèmes,sistemas
foire,justa
Sonny,Hijo
patiente,paciente
coincée,atascado
canons,cañones
partira,se ira
soutenir,sostener
beach,playa
poussez,EMPUJAR
saigne,sangrado
toc,golpear
construction,construcción
boucher,carnicero
missiles,misiles
compétition,competencia
buvons,bebamos
motif,patrón
ambassade,embajada
warren,madriguera
régiment,regimiento
remarquer,observar
enregistré,registrado
collins,Collins
enregistrement,registro
doutes,dudas
sien,su
profit,lucro
sammy,sammy
audition,audiencia
lame,espada
opportunité,oportunidad
scotch,escocés
imaginé,concebido
coke,Coca
existent,existir
budget,presupuesto
pearl,perla
basse,bajo
selle,sillín
déja,ya
historique,histórico
officiellement,oficialmente
effacer,borrar
loge,presentar
francis,Francis
décrire,describir
osé,atrevido
éternel,eterno
serpents,serpientes
demanderai,le preguntará
médicament,medicamento
deviné,adivinar
armées,ejércitos
promesses,promesas
chaînes,cadenas
sentait,sintió
association,asociación
viennes,Viennes
quai,plataforma
poker,póker
saleté,suciedad
sandy,arenoso
ã,posee
irak,Irak
commences,explosión
crevé,sobresaliente
cuba,Cuba
wendy,Wendy
profil,perfil
travis,giro
tache,Mancha
viendront,vendrá
étudie,estudió
apportez,traer
tribu,tribu
crié,llamadas salientes
entraîne,Plomo
héroïne,heroína
changements,cambios
joan,Joan
correctement,adecuadamente
essaient,probar
mouvements,movimientos
atterrir,aterrizar
formes,formas
coca,Coca
fragile,frágil
poignée,resolver
cadre,cuadro
genou,rodilla
conçu,diseñado
revu,volvió a ver
légitime,legal
sauvée,salvado
déménager,mudarse
conne,tonto
dentiste,dentista
aiier,aier
ondes,ondas
ralph,ralph
mené,dirigió
discipline,disciplina
évacuer,aclarar
parié,traicionado
bières,cervezas
arabe,árabe
Russell,Russell
identifié,identificado
recevez,recibir
cachée,oculto
évite,evitar
dormais,soñado
utilisez,usar
décès,muerte
guy,tipo
get,Obtener
demoiselle,dama
fui,huido
ressemblent,Parecido
misérable,miserable
fatigue,cansado
ancêtres,ancestros
camions,camión
dormez,dormir
pan,estallido
duré,difícil
disponible,disponible
vôtres,tuya
cuit,cocido
marchait,estaba caminando
nage,natación
come,venir
suspects,sospechar
menottes,esposas
nique,niñera
panneau,señal
rit,risa
pognon,dinero
illusion,espejismo
menu,menú
Ronnie,Ronnie
établir,establecer
mettons,pongamos
retrouvée,fundar
sabre,sable
André,André
épuisé,agotado
restés,restos
continues,continuo
chanteur,Cantante
kid,niño
lola,lola
prés,cerca
tendance,tendencia
souvient,Recuerda
enfermer,encerrar
thérapie,terapia
vaisselle,platos
tournez,giro
accorde,otorgada
chemins,caminos
troupeau,rebaño
saluer,saludar
uh,OH
Kennedy,Kennedy
nettoie,limpio
assiette,lámina
discuté,discutido
touches,llaves
impact,impacto
dessins,dibujos
rompre,romper
suivent,seguir
sienne,su
verrons,veremos
angoisse,angustia
états,estados
vivons,vivamos
Mitchell,Mitchell
écrasé,aplastada
tiennent,mantener
pape,Papa
connaissons,Avistemos
Murphy,Murphy
Ivan,Iván
supposé,Ficticio
colonne,columna
assistante,asistente
mettrai,pondrá
maquillage,maquillaje
ticket,boleto
réussite,éxito
quête,búsqueda
boxe,boxeo
proposer,para proponer
boutons,botones
arriverait,Llegaría
assassins,asesinos
répétition,repetición
agissait,actuado
culpabilité,culpa
pirate,pirata
blanches,blanco
brésil,Brasil
penny,centavo
maîtres,maestría
psychiatre,psiquiatra
miracles,milagros
hello,Hola
honorable,honorable
collines,Sierras
vachement,De Verdad
taureau,toro
considère,consideró
âne,Burro
whoa,whoa
comprennent,comprender
Christian,cristiano
Justin,Justin
méthodes,métodos
canal,canal
navette,Autobús de enlace
Tyler,Tyler
légère,ligero
sortant,extrovertido
chaussettes,medias
revanche,venganza
remet,volver
mentez,mentir
bud,brote
Abby,Abby
poils,vellos
placer,poner
absent,ausente
arrivais,llegado
escaliers,escalera
funérailles,funeral
routine,rutina
noté,Nota
prenais,tomó
conducteur,conductor
subi,sufrido
photographe,fotógrafo
noires,negro
marchandise,mercancías
prendrais,Tomaría
émotion,emoción
défaut,defecto
satan,Satán
occuperai,ocupará
dog,perro
mystérieux,misterioso
carmen,carmen
possession,posesión
responsables,gerentes
raccroche,colgar
intentions,intenciones
minimum,mínimo
négocier,negociar
janvier,enero
baraque,barraca
batte,murciélago
irlandais,irlandesa
filet,red
confortable,cómodo
fermés,cerrado
ressources,recursos
rayons,rayos
innocente,inocente
Harvard,Cosecha
expédition,despacho
may,Mayo
profession,profesión
plaira,complacerá
bêtise,estupidez
restant,restante
jugé,juez
Mitch,Mitch
organise,organizado
rappelé,retirado
puissante,poderoso
pertes,pérdidas
saurait,sabría
planque,escondite
ressentir,experimentar
grotte,cueva
gentiment,amable
péter,hacer pedo
chienne,perra
tristesse,tristeza
héritage,legado
occupera,ocupará
Benjamin,El más joven
Antoine,Antoine
bloqué,obstruido
punition,castigo
constamment,constantemente
contents,contento
visites,visitas
infiniment,infinitamente
effectivement,efectivamente
chiffre,figura
conscient,consciente
manager,gerente
représentant,representante
anglaise,Inglesa
cauchemars,pesadillas
Jan,Ene
continué,continúa
réduit,reducido
gré,agradecido
filmé,filmado
stars,estrellas
Owen,Owen
embrassé,abrazado
peint,pintado
reparti,alterar
soie,seda
Lloyd,Lloyd
voisine,vecina
douzaine,docena
frankenstein,Frankenstein
attaques,ataques
gênant,irritante
superman,superhombre
arrivant,llegada
brillante,brillante
atterrissage,aterrizaje
attendra,esperará
allure,ritmo
pénible,difícil
faibles,débil
clef,llave
Bruno,Bruno
Christine,Christine
Rebecca,Rebecca
bang,estallido
pété,pedo
gardiens,guardia
formule,fórmula
soda,soda
frites,Patatas fritas
fées,hadas
angel,ángel
mm,mm
aperçu,Visión general
imaginais,imaginado
aussitôt,de inmediato
énormes,enorme
wade,vadear
choisit,elegir
montée,subida
baignoire,bañera
principes,principios
homo,homo
marchand,comerciante
cochons,cerdo
spécialiste,especialista
repéré,manchado
récupéré,recuperado
extra,extra
éclate,estallidos
survivants,sobrevivientes
auquel,a la que
apparence,apariencia
sucer,chupar
habiter,vivir
excité,entusiasmado
Houston,Houston
jules,Jules
foudre,relámpago
chasseurs,cazadores
walker,caminante
with,con
nièce,sobrina
urgences,sala de emergencias
mérité,merecido
dépensé,gastó
boys,Niños
saisir,a la entrada
équilibre,balance
allumé,posarse
lâches,cobardemente
bruits,ruido
protégé,protegido
résolu,resuelto
probable,probable
poursuite,buscar
baker,panadero
résidence,residencia
cognac,coñac
Clyde,Clyde
muscles,músculos
passées,pasado
intime,demandado
république,República
serviteur,servidor
noyer,ahogar
mortes,muerto
trompée,engañado
morgue,morgue
cherchons,miremos
coma,coma
capables,capaz
berger,pastor
apprendra,aprenderá
amateur,aficionado
dises,decir
vertu,virtud
permets,permitir
mafia,mafia
engagement,compromiso
lesquelles,cual
cachette,escondite